pattern_completion,sgl_idiom,iter_idiom,final_completion,label,ids,in_train,in_test
"std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);
asyncContext_->cv.notify_all();",asyncContext_->cv.notify_all(),std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it locks a mutex to ensure thread safety while notifying all waiting threads on a condition variable. The use of [std::unique_lock<std::mutex>] indicates that it is managing the lock automatically, and the variables [asyncContext_->callbackMutex] and [asyncContext_->cv] are also readable.
<Step 2>: Yes, it is suitable for common application scenarios, such as signaling from one thread to notify other threads that they may proceed, which is a common use case in multithreaded programming.
<Step 3>: Yes, the entire code fragment provides enough information to infer its purpose and functionality without additional context, as it clearly illustrates a typical pattern of synchronization using mutexes and condition variables.",2,"[0, 2]",1,1
"asyncContext_->callbackEnd = true;
asyncContext_->cv.notify_all();",asyncContext_->cv.notify_all(),asyncContext_->callbackEnd = true,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it sets a flag indicating the end of a callback and then notifies all threads waiting on a condition variable. The variables [asyncContext_], [callbackEnd], and [cv] are reasonably readable in the context of asynchronous programming.
<Step 2>: Yes, it is suitable for common application scenarios, especially in concurrent programming where you need to signal that an asynchronous operation has completed.
<Step 3>: Yes, the combination of setting a state and notifying waiting threads provides sufficient information to infer its purpose and functionality without additional context. This clearly indicates the intent of signaling completion to other parts of a program.",2,"[1, 2]",1,1
"std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);
asyncContext_->callbackEnd = true;
asyncContext_->cv.notify_all();",asyncContext_->cv.notify_all(),"std::unique_lock<std::mutex> callbackLock(asyncContext_->callbackMutex);
asyncContext_->callbackEnd = true;","Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.  
<Step 1>: Yes, it possesses clear semantics as it manages a mutex lock while updating shared state variables. The variable names like [callbackLock], [callbackEnd], and [cv] are reasonably readable and suggest their purpose.  
<Step 2>: Yes, it is suitable for common application scenarios, such as safely updating shared data in a multithreaded environment and notifying other threads about changes.  
<Step 3>: Yes, the combination of managing a mutex lock, updating a state variable, and notifying a condition variable provides enough information to infer its purpose and functionality without needing additional context.",3,"[0, 1, 2]",1,1
"int32_t dataType = static_cast<int32_t>(*data % SATELLITE_TYPE);
int32_t serial = static_cast<int32_t>(*data + offset);",int32_t dataType = static_cast<int32_t>(*data % SATELLITE_TYPE);,int32_t serial = static_cast<int32_t>(*data + offset);,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it utilizes `static_cast` to safely convert values to `int32_t`. The use of operators (`%` and `+`) with the variables suggests clear intent, and the variable names are reasonably readable.

<Step 2>: Yes, it is suitable for common application scenarios such as data manipulation, particularly in cases where data types need to be explicitly defined and calculations need to be performed.

<Step 3>: Yes, the Code Fragment provides enough information to infer its purpose and functionality. The operations are straightforward, and they suggest that the code is processing some data, likely related to satellite types and some form of offset application.

Overall, the combination of these factors makes this a legitimate code idiom.",2,"[2, 4]",1,1
"int32_t eventId = static_cast<int32_t>(*data % SATELLITE_CORE);
int32_t dataType = static_cast<int32_t>(*data % SATELLITE_TYPE);
int32_t serial = static_cast<int32_t>(*data + offset);",int32_t eventId = static_cast<int32_t>(*data % SATELLITE_CORE);,"int32_t dataType = static_cast<int32_t>(*data % SATELLITE_TYPE);
int32_t serial = static_cast<int32_t>(*data + offset);","Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics. The code uses `static_cast<int32_t>` to convert specific operations to a 32-bit integer, indicating deliberate type conversion. The variable names [eventId], [dataType], and [serial] are also readable and suggest their purpose.
<Step 2>: Yes, it is suitable for common application scenarios, such as processing data related to satellites, where such calculations might be necessary for deriving identifiers or types based on data values.
<Step 3>: Yes, the series of statements provide sufficient information to infer their purpose and functionality without additional context. The operations involve clear arithmetic manipulations, and the use of modulo and offsets indicates typical data processing logic.",3,"[0, 2, 4]",1,1
"std::ofstream file(TEL_FILE_NAME, std::ios::trunc);
if (file.is_open()) {
    std::stringstream ss(testStr);
    std::string line;
    while (std::getline(ss, line)) {
        file << line << std::endl;
    }
}","std::ofstream file(TEL_FILE_NAME, std::ios::trunc);","if (file.is_open()) {
        std::stringstream ss(testStr);
        std::string line;
        while (std::getline(ss, line)) {
            file << line << std::endl;
        }
    }","Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics as it opens a file for writing (truncating if it already exists) and writes lines from a string stream to the file. The variables [file], [ss], and [line] are readable and provide context to their purpose.

<Step 2>: Yes, it is suitable for common application scenarios, such as writing multiple lines of text to a file, which is a frequent operation in file handling.

<Step 3>: Yes, the structure of the code, including the file opening, the check for whether the file is open, and the loop for writing each line to the file, provides sufficient information to infer its purpose and functionality without needing additional context.",2,"[0, 1]",1,1
"std::cin >> type; 
if (type == FIX_DAILING) {
    type = DiallingNumbersInfo::SIM_FDN;
    std::cout << ""input pin2:"" << std::endl;
    std::cin >> pin2;
} else {
    type = DiallingNumbersInfo::SIM_ADN;
}",std::cin >> type,"if (type == FIX_DAILING) {
        type = DiallingNumbersInfo::SIM_FDN;
        std::cout << ""input pin2:"" << std::endl;
        std::cin >> pin2;
    } else {
        type = DiallingNumbersInfo::SIM_ADN;
    }","Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The code reads a value from standard input into the variable [type] and branches based on its value. The variables [type] and [pin2] are reasonably readable, especially with the context provided by the `DiallingNumbersInfo` class.

<Step 2>: Yes, it is suitable for common application scenarios, such as handling user input and conditionally setting values based on criteria—this is a typical pattern in console applications.

<Step 3>: Yes, the conditional structure, along with the input/output operations, provides enough information to infer its purpose and functionality. It is clear that the code is processing a user selection related to dialing numbers, and depending on that selection, it prompts for a PIN input.",2,"[0, 1]",1,1
"if (!g_simDiallingNumbersRead) {
    std::cout << ""you need run QueryIccDiallingNumbers once at least"" << std::endl;
    return true;
}
std::cin >> type; 
if (type == FIX_DAILING) {
    type = DiallingNumbersInfo::SIM_FDN;
    std::cout << ""input pin2:"" << std::endl;
    std::cin >> pin2;
} else {
    type = DiallingNumbersInfo::SIM_ADN;
}","if (!g_simDiallingNumbersRead) {
        std::cout << ""you need run QueryIccDiallingNumbers once at least"" << std::endl;
        return true;
    }","std::cin >> type; 
if (type == FIX_DAILING) {
    type = DiallingNumbersInfo::SIM_FDN;
    std::cout << ""input pin2:"" << std::endl;
    std::cin >> pin2;
} else {
    type = DiallingNumbersInfo::SIM_ADN;
}","Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.

<Step 1>: Yes, it possesses clear semantics. The code checks whether a global flag [g_simDiallingNumbersRead] is false, prints a message, and returns true if it is. Then it reads input into the variable [type] and makes a conditional assignment based on its value, which indicates a clear procedural flow and uses readable variable names.

<Step 2>: Yes, it is suitable for common application scenarios. This pattern is common when validating preconditions before executing further logic and when obtaining user input in a command-line interface.

<Step 3>: Yes, the entire block provides enough information to infer its purpose and functionality without context. It indicates a validation step followed by conditional processing based on user input, making it easy to understand the code's intent.",3,"[0, 1, 2]",1,1
"std::cout << ""please enter the call type:"";
std::cin >> callType;","std::cout << ""please enter the call type:""",std::cin >> callType,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it prompts the user for input and reads that input into the variable [callType]. Both [std::cout] and [std::cin] are well-known C++ streams, making the code readable.
<Step 2>: Yes, it is suitable for common application scenarios, such as getting user input in console applications.
<Step 3>: Yes, the combination of outputting a message and reading input provides enough information to infer its purpose and functionality without needing additional context.",2,"[0, 1]",1,1
"int32_t success = static_cast<int32_t>(*data % BOOL_NUM);
int32_t gsmIndex = static_cast<int32_t>(*data + offset);",int32_t success = static_cast<int32_t>(*data % BOOL_NUM);,int32_t gsmIndex = static_cast<int32_t>(*data + offset);,"Yes, the Code Fragment is a legitimate code idiom. Because the above three steps are satisfied.
<Step 1>: Yes, it possesses clear semantics as it performs calculations using a pointer [data] with proper casting and assignments. The variables [success] and [gsmIndex] are clear and readable in their context.
<Step 2>: Yes, it is suitable for common application scenarios, such as calculating indices or values based on data from an array or buffer, where modular arithmetic and offset adjustments are often used.
<Step 3>: Yes, the [Multiple Assignment Statements] provide enough information to infer their purpose and functionality. The operations describe clear intentions about how the values are derived from the `data` pointer, making them understandable without additional context.",2,"[0, 2]",1,0
