origin_center_point,abstracted_center_point
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        std::vector<IccAccountInfo> iccAccountInfoList;
        int32_t result = CoreServiceClient::GetInstance().GetActiveSimAccountInfoList(iccAccountInfoList);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { std::vector<IccAccountInfo> iccAccountInfoList; int32_t result = CoreServiceClient::GetInstance().GetActiveSimAccountInfoList(iccAccountInfoList); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(SimTest, Telephony_Sim_QueryIccAdnDiallingNumbers_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!(SimTest::HasSimCard(SimTest::slotId_))) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
        return;
    }
    CoreServiceTestHelper helper;
    if (!helper.Run(QueryIccAdnDiallingNumbersTestFunc, std::ref(helper))) {
        TELEPHONY_LOGI(""Interface out of time"");
    }
    ASSERT_FALSE(helper.boolResult_);
    ASSERT_EQ(helper.result_, 0);
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!(SimTest::HasSimCard(SimTest::slotId_))) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); return; } CoreServiceTestHelper helper; if (!helper.Run(<TYPE>, std::ref(helper))) { TELEPHONY_LOGI(""Interface out of time""); } ASSERT_FALSE(helper.boolResult_); ASSERT_EQ(helper.result_, 0); }"
"if (!(SimTest::HasSimCard(SimTest::slotId_))) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
        return;
    }","if (!(SimTest::HasSimCard(SimTest::<VAR>))) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); return; }"
SimTest::HasSimCard(SimTest::slotId_),SimTest::HasSimCard(SimTest::<VAR>)
"HWTEST_F(SimTest, Telephony_Sim_QueryIccAdnDiallingNumbers_0200, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!(SimTest::HasSimCard(SimTest::slotId1_))) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
        return;
    }
    CoreServiceTestHelper helper;
    if (!helper.Run(QueryIccAdnDiallingNumbersTestFunc1, std::ref(helper))) {
        TELEPHONY_LOGI(""Interface out of time"");
    }
    ASSERT_FALSE(helper.boolResult_);
    ASSERT_EQ(helper.result_, 0);
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!(SimTest::HasSimCard(SimTest::slotId1_))) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); return; } CoreServiceTestHelper helper; if (!helper.Run(<TYPE>, std::ref(helper))) { TELEPHONY_LOGI(""Interface out of time""); } ASSERT_FALSE(helper.boolResult_); ASSERT_EQ(helper.result_, 0); }"
"HWTEST_F(SimTest, Telephony_Sim_DelIccAdnDiallingNumbers_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int index = 1; 
        std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>();
        diallingNumber->index_ = index;
        CoreServiceClient::GetInstance().DelIccDiallingNumbers(
            SimTest::slotId_, DiallingNumbersInfo::SIM_ADN, diallingNumber);
        ASSERT_EQ(diallingNumber->elementaryFileId_, 0);
        ASSERT_EQ(diallingNumber->index_, 1);
        ASSERT_EQ(diallingNumber->name_, u"""");
        ASSERT_EQ(diallingNumber->number_, u"""");
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int index = 1; std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>(); diallingNumber->index_ = index; CoreServiceClient::GetInstance().DelIccDiallingNumbers( SimTest::<VAR>, DiallingNumbersInfo::SIM_ADN, diallingNumber); ASSERT_EQ(diallingNumber->elementaryFileId_, 0); ASSERT_EQ(diallingNumber->index_, 1); ASSERT_EQ(diallingNumber->name_, u""""); ASSERT_EQ(diallingNumber->number_, u""""); } }"
"HWTEST_F(SimTest, Telephony_Sim_UpdateIccFdnDiallingNumbers_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>();
        int index = 1; 
        diallingNumber->name_ = Str8ToStr16(""SimAdnLi"");
        diallingNumber->number_ = Str8ToStr16(""12345678901"");
        diallingNumber->pin2_ = Str8ToStr16(""1234"");
        diallingNumber->index_ = index;
        CoreServiceClient::GetInstance().UpdateIccDiallingNumbers(
            SimTest::slotId_, DiallingNumbersInfo::SIM_FDN, diallingNumber);
        ASSERT_EQ(diallingNumber->elementaryFileId_, 0);
        ASSERT_EQ(diallingNumber->index_, 1);
        ASSERT_EQ(diallingNumber->name_, Str8ToStr16(""SimAdnLi""));
        ASSERT_EQ(diallingNumber->number_, Str8ToStr16(""12345678901""));
        ASSERT_EQ(diallingNumber->pin2_, Str8ToStr16(""1234""));
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>(); int index = 1; diallingNumber->name_ = Str8ToStr16(""SimAdnLi""); diallingNumber->number_ = Str8ToStr16(""12345678901""); diallingNumber->pin2_ = Str8ToStr16(""1234""); diallingNumber->index_ = index; CoreServiceClient::GetInstance().UpdateIccDiallingNumbers( SimTest::<VAR>, DiallingNumbersInfo::SIM_FDN, diallingNumber); ASSERT_EQ(diallingNumber->elementaryFileId_, 0); ASSERT_EQ(diallingNumber->index_, 1); ASSERT_EQ(diallingNumber->name_, Str8ToStr16(""SimAdnLi"")); ASSERT_EQ(diallingNumber->number_, Str8ToStr16(""12345678901"")); ASSERT_EQ(diallingNumber->pin2_, Str8ToStr16(""1234"")); } }"
"HWTEST_F(SimTest, Telephony_Sim_DelIccFdnDiallingNumbers_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int index = 1; 
        std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>();
        diallingNumber->pin2_ = Str8ToStr16(""1234"");
        diallingNumber->index_ = index;
        CoreServiceClient::GetInstance().DelIccDiallingNumbers(
            SimTest::slotId_, DiallingNumbersInfo::SIM_FDN, diallingNumber);
        ASSERT_EQ(diallingNumber->elementaryFileId_, 0);
        ASSERT_EQ(diallingNumber->index_, 1);
        ASSERT_EQ(diallingNumber->name_, u"""");
        ASSERT_EQ(diallingNumber->number_, u"""");
        ASSERT_EQ(diallingNumber->pin2_, Str8ToStr16(""1234""));
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int index = 1; std::shared_ptr<DiallingNumbersInfo> diallingNumber = std::make_shared<DiallingNumbersInfo>(); diallingNumber->pin2_ = Str8ToStr16(""1234""); diallingNumber->index_ = index; CoreServiceClient::GetInstance().DelIccDiallingNumbers( SimTest::<VAR>, DiallingNumbersInfo::SIM_FDN, diallingNumber); ASSERT_EQ(diallingNumber->elementaryFileId_, 0); ASSERT_EQ(diallingNumber->index_, 1); ASSERT_EQ(diallingNumber->name_, u""""); ASSERT_EQ(diallingNumber->number_, u""""); ASSERT_EQ(diallingNumber->pin2_, Str8ToStr16(""1234"")); } }"
"HWTEST_F(SimTest, Telephony_Sim_ParseFromCustomSystem_0100, Function | MediumTest | Level1)
{
    if (!(SimTest::HasSimCard(SimTest::slotId_))) {
        TELEPHONY_LOGE(""Telephony_Sim_GetOperatorConf_0100 Sim card is null"");
    } else {
        bool isCanGetFromDefaultCustomSystemNormal = false;
        std::vector<const char *> defaultPath { ""/system/operator_config.json"", ""/chipset/operator_config.json"",
            ""/sys_prod/operator_config.json"", ""/chip_prod/operator_config.json"" };
        int32_t fileExit = 0;
        for (auto path : defaultPath) {
            if (access(path, R_OK) == fileExit) {
                isCanGetFromDefaultCustomSystemNormal = true;
            } else {
                TELEPHONY_LOGI(""%{public}s not exist"", path);
            }
        }
        OperatorConfig opc;
        OperatorFileParser parser;
        cJSON *opcJsonValue = nullptr;
        if (isCanGetFromDefaultCustomSystemNormal) {
            EXPECT_EQ(parser.ParseFromCustomSystem(SimTest::slotId_, opc, opcJsonValue),
                isCanGetFromDefaultCustomSystemNormal);
        }
        if (opcJsonValue != nullptr) {
            cJSON_Delete(opcJsonValue);
            opcJsonValue = nullptr;
        }
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level1) { if (!(SimTest::HasSimCard(SimTest::<VAR>))) { TELEPHONY_LOGE(<STR>); } else { bool isCanGetFromDefaultCustomSystemNormal = false; std::vector<const char *> defaultPath { ""/system/operator_config.json"", ""/chipset/operator_config.json"", ""/sys_prod/operator_config.json"", ""/chip_prod/operator_config.json"" }; int32_t fileExit = 0; for (auto path : defaultPath) { if (access(path, R_OK) == fileExit) { isCanGetFromDefaultCustomSystemNormal = true; } else { TELEPHONY_LOGI(""%{public}s not exist"", path); } } OperatorConfig opc; OperatorFileParser parser; cJSON *opcJsonValue = nullptr; if (isCanGetFromDefaultCustomSystemNormal) { EXPECT_EQ(parser.ParseFromCustomSystem(SimTest::<VAR>, opc, opcJsonValue), isCanGetFromDefaultCustomSystemNormal); } if (opcJsonValue != nullptr) { cJSON_Delete(opcJsonValue); opcJsonValue = nullptr; } } }"
"if (!(SimTest::HasSimCard(SimTest::slotId_))) {
        TELEPHONY_LOGE(""Telephony_Sim_GetOperatorConf_0100 Sim card is null"");
    } else {
        bool isCanGetFromDefaultCustomSystemNormal = false;
        std::vector<const char *> defaultPath { ""/system/operator_config.json"", ""/chipset/operator_config.json"",
            ""/sys_prod/operator_config.json"", ""/chip_prod/operator_config.json"" };
        int32_t fileExit = 0;
        for (auto path : defaultPath) {
            if (access(path, R_OK) == fileExit) {
                isCanGetFromDefaultCustomSystemNormal = true;
            } else {
                TELEPHONY_LOGI(""%{public}s not exist"", path);
            }
        }
        OperatorConfig opc;
        OperatorFileParser parser;
        cJSON *opcJsonValue = nullptr;
        if (isCanGetFromDefaultCustomSystemNormal) {
            EXPECT_EQ(parser.ParseFromCustomSystem(SimTest::slotId_, opc, opcJsonValue),
                isCanGetFromDefaultCustomSystemNormal);
        }
        if (opcJsonValue != nullptr) {
            cJSON_Delete(opcJsonValue);
            opcJsonValue = nullptr;
        }
    }","if (!(SimTest::HasSimCard(SimTest::<VAR>))) { TELEPHONY_LOGE(<STR>); } else { bool isCanGetFromDefaultCustomSystemNormal = false; std::vector<const char *> defaultPath { ""/system/operator_config.json"", ""/chipset/operator_config.json"", ""/sys_prod/operator_config.json"", ""/chip_prod/operator_config.json"" }; int32_t fileExit = 0; for (auto path : defaultPath) { if (access(path, R_OK) == fileExit) { isCanGetFromDefaultCustomSystemNormal = true; } else { TELEPHONY_LOGI(""%{public}s not exist"", path); } } OperatorConfig opc; OperatorFileParser parser; cJSON *opcJsonValue = nullptr; if (isCanGetFromDefaultCustomSystemNormal) { EXPECT_EQ(parser.ParseFromCustomSystem(SimTest::<VAR>, opc, opcJsonValue), isCanGetFromDefaultCustomSystemNormal); } if (opcJsonValue != nullptr) { cJSON_Delete(opcJsonValue); opcJsonValue = nullptr; } }"
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        SimState simState = SimState::SIM_STATE_UNKNOWN;
        int32_t result = CoreServiceClient::GetInstance().GetSimState(SimTest::slotId_, simState);
        EXPECT_GT(result, -1);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { <TYPE> <VAR> = <TYPE>::<TYPE>; int32_t result = CoreServiceClient::GetInstance().GetSimState(SimTest::<VAR>, <VAR>); EXPECT_GT(result, -1); }"
"HWTEST_F(SimTest, Telephony_Sim_HasSimCard_0100, Function | MediumTest | Level1)
{
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int32_t result = SimTest::HasSimCard(SimTest::slotId_);
        EXPECT_GT(result, -1);
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level1) { if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int32_t result = SimTest::HasSimCard(SimTest::<VAR>); EXPECT_GT(result, -1); } }"
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int32_t result = SimTest::HasSimCard(SimTest::slotId_);
        EXPECT_GT(result, -1);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int32_t result = SimTest::HasSimCard(SimTest::<VAR>); EXPECT_GT(result, -1); }"
int32_t result = SimTest::HasSimCard(SimTest::slotId_);,int32_t result = SimTest::HasSimCard(SimTest::<VAR>);
"HWTEST_F(SimTest, Telephony_Sim_SetDefaultVoiceSlotId_0100, Function | MediumTest | Level2)
{
    AccessToken token;
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int32_t result = CoreServiceClient::GetInstance().SetDefaultVoiceSlotId(SimTest::slotId_);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level2) { AccessToken token; if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int32_t result = CoreServiceClient::GetInstance().SetDefaultVoiceSlotId(SimTest::<VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); } }"
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        int32_t result = CoreServiceClient::GetInstance().SetDefaultVoiceSlotId(SimTest::slotId_);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { int32_t result = CoreServiceClient::GetInstance().SetDefaultVoiceSlotId(SimTest::<VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(SimTest, Telephony_Sim_SetShowName_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        const std::u16string cardName = Str8ToStr16(""SimNameZhang"");
        int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::slotId_, cardName);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { const std::u16string <VAR> = Str8ToStr16(<STR>); int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::<VAR>, <VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); } }"
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        const std::u16string cardName = Str8ToStr16(""SimNameZhang"");
        int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::slotId_, cardName);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { const std::u16string <VAR> = Str8ToStr16(<STR>); int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::<VAR>, <VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(SimTest, Telephony_Sim_SetShowName_0300, Function | MediumTest | Level3)
{
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        const std::u16string cardName = Str8ToStr16(""SimNameZhang"");
        int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::slotId_, cardName);
        EXPECT_NE(result, TELEPHONY_ERR_SUCCESS);
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level3) { if (!SimTest::HasSimCard(slotId_)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { const std::u16string <VAR> = Str8ToStr16(<STR>); int32_t result = CoreServiceClient::GetInstance().SetShowName(SimTest::slotId_, <VAR>); EXPECT_NE(result, TELEPHONY_ERR_SUCCESS); } }"
std::u16string showName;,std::u16string <VAR>;
"HWTEST_F(SimTest, Telephony_Sim_GetOpKey_0100, Function | MediumTest | Level1)
{
    if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        std::u16string opkey;
        int32_t result = CoreServiceClient::GetInstance().GetOpKey(SimTest::slotId_, opkey);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }
}","HWTEST_F(SimTest, <TYPE>, Function | MediumTest | Level1) { if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { std::u16string <VAR>; int32_t result = CoreServiceClient::GetInstance().GetOpKey(SimTest::<VAR>, <VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); } }"
"if (!SimTest::HasSimCard(slotId_)) {
        TELEPHONY_LOGI(""TelephonyTestService has no sim card"");
    } else {
        std::u16string opkey;
        int32_t result = CoreServiceClient::GetInstance().GetOpKey(SimTest::slotId_, opkey);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }","if (!SimTest::HasSimCard(<VAR>)) { TELEPHONY_LOGI(""TelephonyTestService has no sim card""); } else { std::u16string <VAR>; int32_t result = CoreServiceClient::GetInstance().GetOpKey(SimTest::<VAR>, <VAR>); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); }"
